WORLD,11/04/2024,Industry,30.6663
WORLD,11/04/2024,International Aviation,1.77955
WORLD,11/04/2024,Power,35.3076
WORLD,11/04/2024,Residential,7.59107
WORLD,12/04/2024,Domestic Aviation,1.05949
WORLD,12/04/2024,Ground Transport,18.9267
WORLD,12/04/2024,Industry,30.4042
WORLD,12/04/2024,International Aviation,1.81872
WORLD,12/04/2024,Power,35.1039
WORLD,12/04/2024,Residential,7.28947
WORLD,13/04/2024,Domestic Aviation,0.971776
WORLD,13/04/2024,Ground Transport,17.3519
WORLD,13/04/2024,Industry,28.7684
WORLD,13/04/2024,International Aviation,1.82695
WORLD,13/04/2024,Power,33.242
WORLD,13/04/2024,Residential,7.10815
WORLD,14/04/2024,Domestic Aviation,0.962493
WORLD,14/04/2024,Ground Transport,15.7356
WORLD,14/04/2024,Industry,27.9169
WORLD,14/04/2024,International Aviation,1.8062
WORLD,14/04/2024,Power,32.1776
WORLD,14/04/2024,Residential,7.03684
